MANHANVIEN,MABOPHAN,MACHINHANH,NGAYVAOLAM,NGAYNGHIVIEC,HESOLUONG
NV00000027,BOPHAN0002,CN00000009,2018-06-20,2019-08-20,1.17
NV00000140,BOPHAN0003,CN00000002,2012-11-02,2015-05-07,1.32
NV00000143,BOPHAN0002,CN00000010,2012-08-03,2013-08-15,1.41
NV00000196,BOPHAN0001,CN00000008,2014-04-28,,1.58
NV00000009,BOPHAN0001,CN00000001,2010-11-18,2013-04-28,1.13
NV00000160,BOPHAN0001,CN00000010,2011-08-27,2013-08-07,1.68
NV00000147,BOPHAN0001,CN00000001,2017-09-04,,1.77
NV00000080,BOPHAN0001,CN00000002,2017-03-25,2019-11-13,1.86
NV00000127,BOPHAN0001,CN00000001,2015-07-03,2016-12-24,1.75
NV00000164,BOPHAN0004,CN00000008,2017-07-25,,1.15
NV00000084,BOPHAN0002,CN00000001,2015-02-15,,1.17
NV00000130,BOPHAN0002,CN00000009,2010-08-13,,1.9
NV00000190,BOPHAN0003,CN00000007,2016-10-07,,1.39
NV00000179,BOPHAN0001,CN00000004,2019-06-21,,1.05
NV00000023,BOPHAN0004,CN00000008,2011-02-26,,1.77
NV00000029,BOPHAN0003,CN00000001,2011-10-14,2013-01-26,1.53
NV00000197,BOPHAN0002,CN00000009,2013-03-11,,1.65
NV00000172,BOPHAN0002,CN00000005,2014-12-17,,1.19
NV00000021,BOPHAN0001,CN00000008,2012-05-28,2014-06-08,1.94
NV00000050,BOPHAN0002,CN00000005,2013-08-07,2013-12-24,1.52
NV00000025,BOPHAN0003,CN00000003,2017-12-09,,1.46
NV00000044,BOPHAN0001,CN00000008,2016-02-05,2017-02-24,1.77
NV00000133,BOPHAN0001,CN00000001,2017-07-28,,1.17
NV00000045,BOPHAN0003,CN00000008,2014-07-21,2016-03-05,1.56
NV00000044,BOPHAN0002,CN00000006,2012-09-28,,1.88
NV00000173,BOPHAN0002,CN00000008,2017-09-02,2019-03-07,1.7
NV00000001,BOPHAN0004,CN00000001,2014-12-11,,1.94
NV00000002,BOPHAN0004,CN00000004,2011-06-14,,1.74
NV00000150,BOPHAN0001,CN00000009,2017-05-08,,1.52
NV00000112,BOPHAN0003,CN00000006,2017-12-16,,1.52
NV00000196,BOPHAN0003,CN00000008,2010-08-23,2012-06-19,1.23
NV00000025,BOPHAN0001,CN00000001,2014-09-25,2015-08-17,1.12
NV00000181,BOPHAN0003,CN00000008,2015-06-27,2017-12-29,1.67
NV00000053,BOPHAN0001,CN00000003,2018-11-11,,1.34
NV00000069,BOPHAN0003,CN00000003,2014-04-07,,1.81
NV00000124,BOPHAN0002,CN00000003,2010-10-01,2012-11-06,1.53
NV00000005,BOPHAN0004,CN00000005,2016-07-18,,1.37
NV00000008,BOPHAN0001,CN00000004,2014-04-25,2016-12-06,1.71
NV00000084,BOPHAN0004,CN00000001,2014-10-03,2015-05-31,1.99
NV00000169,BOPHAN0001,CN00000002,2017-09-10,2019-06-10,1.56
NV00000075,BOPHAN0001,CN00000007,2018-05-15,2019-01-30,1.8
NV00000023,BOPHAN0004,CN00000004,2010-05-29,,1.2
NV00000016,BOPHAN0004,CN00000010,2011-10-04,2013-10-01,1.31
NV00000058,BOPHAN0001,CN00000003,2013-12-25,,1.4
NV00000116,BOPHAN0001,CN00000001,2018-10-24,,1.72
NV00000156,BOPHAN0002,CN00000007,2016-03-16,2016-05-01,1.02
NV00000200,BOPHAN0003,CN00000006,2013-06-26,,1.19
NV00000186,BOPHAN0001,CN00000002,2013-10-07,,1.63
NV00000088,BOPHAN0001,CN00000004,2019-04-18,2021-10-19,1.37
NV00000135,BOPHAN0001,CN00000010,2012-06-26,,1.02
NV00000167,BOPHAN0002,CN00000002,2013-10-30,2014-03-02,1.89
NV00000193,BOPHAN0004,CN00000002,2016-01-14,2017-11-20,1.42
NV00000041,BOPHAN0002,CN00000010,2018-01-31,,1.97
NV00000152,BOPHAN0001,CN00000005,2015-06-05,,1.71
NV00000113,BOPHAN0002,CN00000006,2018-09-10,2020-02-16,1.35
NV00000047,BOPHAN0003,CN00000002,2013-03-03,2013-08-20,1.24
NV00000023,BOPHAN0003,CN00000010,2011-12-11,,1.11
NV00000002,BOPHAN0003,CN00000010,2016-03-21,2017-01-02,1.35
NV00000093,BOPHAN0003,CN00000004,2018-07-31,2018-08-10,1.19
NV00000054,BOPHAN0004,CN00000008,2010-02-28,2010-10-18,1.52
NV00000060,BOPHAN0001,CN00000008,2015-12-30,,1.63
NV00000187,BOPHAN0002,CN00000002,2010-03-29,2012-01-09,1.13
NV00000010,BOPHAN0001,CN00000004,2016-12-06,2017-02-18,1.7
NV00000139,BOPHAN0001,CN00000005,2010-05-09,,1.49
NV00000191,BOPHAN0002,CN00000009,2015-11-06,,1.01
NV00000062,BOPHAN0003,CN00000007,2011-10-16,,1.37
NV00000023,BOPHAN0002,CN00000004,2015-05-01,,1.21
NV00000150,BOPHAN0001,CN00000007,2011-09-20,2013-11-10,1.04
NV00000162,BOPHAN0004,CN00000003,2013-08-09,2015-02-02,1.01
NV00000012,BOPHAN0004,CN00000002,2011-05-26,2011-09-24,1.47
NV00000072,BOPHAN0002,CN00000010,2014-01-12,,1.71
NV00000069,BOPHAN0004,CN00000006,2019-01-10,,1.22
NV00000151,BOPHAN0002,CN00000004,2017-06-09,,1.54
NV00000052,BOPHAN0003,CN00000004,2012-10-03,,1.93
NV00000153,BOPHAN0002,CN00000005,2011-11-18,2012-07-02,1.89
NV00000137,BOPHAN0004,CN00000002,2014-12-09,2016-12-01,1.95
NV00000063,BOPHAN0003,CN00000007,2010-02-22,2012-04-30,1.14
NV00000103,BOPHAN0004,CN00000006,2016-08-18,2018-06-02,1.58
NV00000124,BOPHAN0002,CN00000009,2012-11-13,,1.43
NV00000022,BOPHAN0002,CN00000003,2018-06-03,2018-06-29,1.23
NV00000109,BOPHAN0003,CN00000006,2017-07-28,2018-01-01,1.44
NV00000108,BOPHAN0003,CN00000009,2014-06-06,2017-01-08,1.82
NV00000175,BOPHAN0002,CN00000010,2010-10-30,,1.78
NV00000046,BOPHAN0002,CN00000003,2016-10-09,2019-01-18,1.37
NV00000018,BOPHAN0004,CN00000006,2016-01-03,,1.51
NV00000154,BOPHAN0004,CN00000003,2016-04-27,2017-02-03,1.37
NV00000139,BOPHAN0004,CN00000001,2014-07-19,2015-03-15,1.59
NV00000076,BOPHAN0003,CN00000004,2017-10-03,,1.04
NV00000152,BOPHAN0003,CN00000010,2014-12-04,,1.92
NV00000177,BOPHAN0004,CN00000008,2011-09-06,2014-02-14,1.45
NV00000135,BOPHAN0001,CN00000003,2010-05-21,2011-11-11,1.35
NV00000152,BOPHAN0004,CN00000005,2015-02-26,2015-08-26,1.64
NV00000093,BOPHAN0002,CN00000009,2010-11-22,2013-04-03,1.92
NV00000158,BOPHAN0004,CN00000001,2011-06-03,,1.42
NV00000183,BOPHAN0001,CN00000003,2014-11-28,,1.34
NV00000150,BOPHAN0001,CN00000006,2011-07-29,,1.15
NV00000152,BOPHAN0002,CN00000008,2017-09-30,,1.75
NV00000064,BOPHAN0001,CN00000008,2017-07-06,2019-01-13,1.44
NV00000022,BOPHAN0002,CN00000007,2019-10-04,2020-02-01,1.56
NV00000021,BOPHAN0004,CN00000001,2017-09-15,,1.09
NV00000081,BOPHAN0003,CN00000006,2017-08-02,2017-08-16,1.97
NV00000082,BOPHAN0001,CN00000003,2011-06-25,,1.97
NV00000112,BOPHAN0004,CN00000010,2011-12-21,,1.68
NV00000003,BOPHAN0003,CN00000008,2015-01-20,2015-08-05,1.81
NV00000006,BOPHAN0004,CN00000009,2010-03-15,2010-09-04,1.72
NV00000123,BOPHAN0003,CN00000001,2011-01-06,2013-05-14,1.48
NV00000043,BOPHAN0004,CN00000003,2010-08-06,2011-03-10,1.81
NV00000007,BOPHAN0002,CN00000009,2015-07-28,2015-11-22,1.55
NV00000148,BOPHAN0002,CN00000006,2014-11-22,2017-06-30,1.55
NV00000135,BOPHAN0002,CN00000008,2016-10-31,,1.13
NV00000085,BOPHAN0003,CN00000010,2017-03-19,2019-04-08,1.55
NV00000145,BOPHAN0004,CN00000003,2019-07-30,,1.14
NV00000008,BOPHAN0002,CN00000008,2015-02-19,2017-05-11,1.28
NV00000015,BOPHAN0004,CN00000010,2010-05-23,2010-11-13,1.43
NV00000090,BOPHAN0003,CN00000008,2010-05-10,,1.39
NV00000053,BOPHAN0002,CN00000001,2018-09-18,2019-09-07,1.26
NV00000073,BOPHAN0001,CN00000005,2011-01-12,2011-07-08,1.24
NV00000066,BOPHAN0002,CN00000002,2015-08-29,2017-02-07,1.18
NV00000150,BOPHAN0002,CN00000001,2012-02-08,2012-04-10,1.1
NV00000135,BOPHAN0002,CN00000003,2010-03-28,,1.32
NV00000177,BOPHAN0001,CN00000003,2019-06-14,2021-09-14,1.78
NV00000184,BOPHAN0003,CN00000001,2016-02-29,2017-01-04,1.33
NV00000119,BOPHAN0004,CN00000008,2015-03-08,2016-03-30,1.76
NV00000169,BOPHAN0001,CN00000010,2010-07-25,2012-09-10,1.92
NV00000178,BOPHAN0001,CN00000006,2010-08-30,2011-02-18,1.55
NV00000133,BOPHAN0004,CN00000006,2017-03-09,,1.41
NV00000059,BOPHAN0004,CN00000009,2015-06-09,,1.88
NV00000180,BOPHAN0003,CN00000004,2010-10-06,2010-11-02,1.9
NV00000156,BOPHAN0002,CN00000004,2011-07-21,2013-06-18,1.85
NV00000027,BOPHAN0002,CN00000008,2014-10-18,2015-09-09,1.81
NV00000055,BOPHAN0002,CN00000001,2017-09-22,2019-08-21,1.78
NV00000031,BOPHAN0003,CN00000005,2011-10-18,2013-08-11,1.72
NV00000038,BOPHAN0002,CN00000009,2013-02-16,2013-08-26,1.22
NV00000113,BOPHAN0001,CN00000002,2017-08-13,,1.22
NV00000160,BOPHAN0001,CN00000004,2012-06-01,2013-11-03,1.09
NV00000087,BOPHAN0001,CN00000001,2011-04-18,,1.58
NV00000110,BOPHAN0004,CN00000009,2012-04-14,,1.06
NV00000049,BOPHAN0003,CN00000004,2015-10-08,2016-08-07,1.51
NV00000160,BOPHAN0004,CN00000007,2014-03-25,,1.8
NV00000125,BOPHAN0001,CN00000002,2019-02-22,,1.42
NV00000156,BOPHAN0002,CN00000009,2019-03-09,,1.82
NV00000134,BOPHAN0004,CN00000003,2018-12-07,2021-06-21,1.53
NV00000108,BOPHAN0004,CN00000008,2019-01-18,,1.02
NV00000129,BOPHAN0001,CN00000007,2017-12-18,2018-11-16,1.71
NV00000121,BOPHAN0001,CN00000006,2012-02-23,2014-10-13,1.48
NV00000178,BOPHAN0003,CN00000003,2015-04-12,2015-07-29,1.91
NV00000041,BOPHAN0002,CN00000001,2015-09-22,2016-05-12,1.6
NV00000037,BOPHAN0003,CN00000004,2019-12-20,,1.44
NV00000162,BOPHAN0002,CN00000003,2018-10-29,2019-07-23,1.82
NV00000060,BOPHAN0004,CN00000003,2016-09-18,2017-12-03,1.1
NV00000088,BOPHAN0001,CN00000007,2015-06-10,,1.62
NV00000084,BOPHAN0001,CN00000005,2011-09-21,2014-01-17,1.11
NV00000136,BOPHAN0002,CN00000007,2011-12-02,2013-10-20,1.41
NV00000189,BOPHAN0001,CN00000010,2013-12-20,2016-08-27,1.61
NV00000136,BOPHAN0001,CN00000001,2015-05-02,2017-12-31,1.61
NV00000098,BOPHAN0001,CN00000009,2017-06-14,,2.0
NV00000158,BOPHAN0002,CN00000010,2010-03-21,,1.58
NV00000139,BOPHAN0001,CN00000003,2013-04-07,2014-11-20,1.7
NV00000008,BOPHAN0002,CN00000006,2016-04-26,2018-12-19,1.46
NV00000023,BOPHAN0002,CN00000003,2015-11-10,,1.71
NV00000185,BOPHAN0002,CN00000007,2017-11-11,,1.26
NV00000045,BOPHAN0002,CN00000006,2018-09-22,,1.82
NV00000091,BOPHAN0003,CN00000002,2016-07-13,,1.92
NV00000085,BOPHAN0004,CN00000010,2019-12-26,,1.34
NV00000078,BOPHAN0004,CN00000001,2010-12-07,2011-01-12,1.82
NV00000063,BOPHAN0004,CN00000009,2013-09-15,2015-11-20,1.22
NV00000091,BOPHAN0003,CN00000010,2011-10-21,,1.82
NV00000199,BOPHAN0002,CN00000003,2013-04-28,,1.57
NV00000031,BOPHAN0004,CN00000004,2018-09-28,,1.79
NV00000110,BOPHAN0001,CN00000005,2015-04-03,2015-04-20,1.46
NV00000096,BOPHAN0004,CN00000002,2010-07-13,,1.29
NV00000066,BOPHAN0001,CN00000008,2019-07-20,,1.19
NV00000187,BOPHAN0004,CN00000007,2014-05-25,,1.97
NV00000036,BOPHAN0001,CN00000001,2019-07-17,2019-11-04,1.22
NV00000060,BOPHAN0002,CN00000007,2010-02-12,2011-12-05,1.54
NV00000044,BOPHAN0002,CN00000010,2015-07-19,,1.97
NV00000013,BOPHAN0003,CN00000009,2011-01-13,2011-05-20,1.4
NV00000187,BOPHAN0004,CN00000008,2011-07-30,2014-03-22,1.22
NV00000179,BOPHAN0004,CN00000004,2017-04-21,,1.64
NV00000090,BOPHAN0004,CN00000004,2015-10-10,,1.47
NV00000012,BOPHAN0002,CN00000001,2017-05-16,,1.23
NV00000161,BOPHAN0002,CN00000001,2016-12-23,2018-02-03,1.18
NV00000008,BOPHAN0003,CN00000002,2014-04-28,2014-12-31,1.44
NV00000195,BOPHAN0002,CN00000001,2011-06-14,,1.39
NV00000120,BOPHAN0001,CN00000005,2011-07-10,2012-01-06,1.16
NV00000029,BOPHAN0001,CN00000004,2012-07-27,,1.55
NV00000176,BOPHAN0003,CN00000006,2011-01-27,,1.4
NV00000128,BOPHAN0003,CN00000003,2012-04-13,2014-01-05,1.37
NV00000104,BOPHAN0003,CN00000005,2019-05-27,,1.08
NV00000115,BOPHAN0003,CN00000004,2018-12-27,,1.64
NV00000041,BOPHAN0003,CN00000008,2014-07-27,2015-02-16,1.31
NV00000020,BOPHAN0003,CN00000007,2016-02-08,,1.67
NV00000139,BOPHAN0003,CN00000005,2011-03-24,,1.39
NV00000129,BOPHAN0001,CN00000009,2012-02-06,,1.14
NV00000035,BOPHAN0004,CN00000009,2018-09-18,2019-01-08,1.63
NV00000190,BOPHAN0004,CN00000004,2013-05-31,,1.94
NV00000061,BOPHAN0004,CN00000001,2012-08-18,2014-08-25,1.92
NV00000101,BOPHAN0004,CN00000003,2017-02-22,,1.03
NV00000153,BOPHAN0001,CN00000001,2016-03-10,2017-12-22,1.07
NV00000135,BOPHAN0003,CN00000004,2018-04-03,2019-12-05,1.6
NV00000064,BOPHAN0002,CN00000008,2015-04-23,,1.22
NV00000032,BOPHAN0001,CN00000006,2016-01-19,2016-10-26,1.32
NV00000068,BOPHAN0004,CN00000007,2019-02-15,,1.2
NV00000023,BOPHAN0004,CN00000006,2017-03-06,,1.03
NV00000089,BOPHAN0004,CN00000001,2013-10-18,,1.16
NV00000062,BOPHAN0004,CN00000005,2011-06-20,2012-07-11,1.74
NV00000025,BOPHAN0002,CN00000007,2016-04-08,,1.74
NV00000104,BOPHAN0004,CN00000007,2010-07-27,2011-10-01,1.44
NV00000016,BOPHAN0001,CN00000005,2010-03-05,2010-03-28,1.08
NV00000168,BOPHAN0003,CN00000004,2011-10-28,,1.4
NV00000138,BOPHAN0003,CN00000009,2019-12-04,,1.07
NV00000106,BOPHAN0002,CN00000002,2016-10-13,,1.95
NV00000085,BOPHAN0001,CN00000005,2015-04-25,2017-10-20,1.87
NV00000036,BOPHAN0004,CN00000006,2014-06-10,2017-01-06,1.35
NV00000152,BOPHAN0001,CN00000008,2013-11-21,2016-01-26,1.82
NV00000060,BOPHAN0001,CN00000010,2018-08-23,2020-07-11,1.01
NV00000079,BOPHAN0003,CN00000003,2010-11-18,,1.57
NV00000103,BOPHAN0001,CN00000010,2012-09-06,,1.64
NV00000113,BOPHAN0002,CN00000005,2014-12-20,,1.54
NV00000195,BOPHAN0001,CN00000004,2013-12-30,2016-07-16,1.3
NV00000196,BOPHAN0002,CN00000010,2013-08-02,2014-10-30,1.24
NV00000007,BOPHAN0001,CN00000010,2018-01-11,2019-12-25,1.9
NV00000011,BOPHAN0001,CN00000010,2019-10-12,,1.55
NV00000122,BOPHAN0001,CN00000007,2018-10-01,2018-10-31,1.8
NV00000091,BOPHAN0003,CN00000009,2016-02-19,,1.97
NV00000054,BOPHAN0002,CN00000009,2014-07-17,2016-11-25,1.46
NV00000195,BOPHAN0004,CN00000008,2015-12-14,2017-03-01,1.98
NV00000068,BOPHAN0001,CN00000009,2016-10-29,2017-01-20,1.65
NV00000136,BOPHAN0001,CN00000010,2016-11-18,2017-06-26,1.4
NV00000142,BOPHAN0001,CN00000010,2014-03-20,,1.7
NV00000157,BOPHAN0004,CN00000001,2015-08-29,,1.32
NV00000146,BOPHAN0003,CN00000008,2012-01-29,2013-12-30,1.3
NV00000067,BOPHAN0001,CN00000004,2017-03-27,2017-07-29,1.51
NV00000094,BOPHAN0003,CN00000003,2016-07-28,,1.66
NV00000037,BOPHAN0001,CN00000005,2017-11-12,,1.76
NV00000094,BOPHAN0002,CN00000005,2013-04-13,,1.53
NV00000152,BOPHAN0004,CN00000006,2019-05-23,2020-06-17,1.16
NV00000062,BOPHAN0003,CN00000006,2017-02-19,2018-01-24,1.01
NV00000020,BOPHAN0003,CN00000010,2015-09-17,,1.66
NV00000091,BOPHAN0001,CN00000003,2017-03-02,2019-03-13,1.86
NV00000055,BOPHAN0004,CN00000004,2011-07-26,2011-12-23,1.04
NV00000150,BOPHAN0001,CN00000005,2016-06-06,2018-05-10,1.53
NV00000056,BOPHAN0001,CN00000005,2019-01-29,2020-06-15,1.02
NV00000036,BOPHAN0002,CN00000009,2012-09-17,2012-12-18,1.53
NV00000064,BOPHAN0004,CN00000001,2013-11-17,,1.34
NV00000175,BOPHAN0002,CN00000008,2012-05-14,,1.43
NV00000160,BOPHAN0003,CN00000009,2010-06-02,,1.15
NV00000176,BOPHAN0002,CN00000001,2019-06-03,2019-08-08,1.96
NV00000136,BOPHAN0004,CN00000006,2012-02-22,2013-12-31,1.27
NV00000132,BOPHAN0001,CN00000001,2014-06-18,,1.91
NV00000039,BOPHAN0003,CN00000002,2017-03-11,,1.71
NV00000003,BOPHAN0004,CN00000001,2015-07-18,,1.34
NV00000050,BOPHAN0003,CN00000005,2019-12-18,2022-06-16,1.6
NV00000192,BOPHAN0003,CN00000002,2015-12-25,,1.01
NV00000018,BOPHAN0001,CN00000007,2014-09-04,2014-12-30,1.58
NV00000009,BOPHAN0002,CN00000002,2014-06-07,,1.49
NV00000107,BOPHAN0001,CN00000010,2012-01-07,,1.66
NV00000156,BOPHAN0002,CN00000006,2010-10-17,,1.81
NV00000075,BOPHAN0003,CN00000005,2017-09-28,2020-03-26,1.33
NV00000181,BOPHAN0003,CN00000001,2011-09-25,2013-04-20,1.29
NV00000079,BOPHAN0001,CN00000001,2010-04-26,2010-11-02,1.87
NV00000054,BOPHAN0002,CN00000010,2013-05-30,,1.9
NV00000003,BOPHAN0001,CN00000007,2019-12-22,,1.41
NV00000073,BOPHAN0002,CN00000003,2015-12-21,2016-12-09,1.06
NV00000034,BOPHAN0004,CN00000008,2012-09-19,2015-02-11,1.67
NV00000112,BOPHAN0001,CN00000006,2012-10-07,,1.08
NV00000008,BOPHAN0004,CN00000006,2014-08-17,,1.92
NV00000017,BOPHAN0004,CN00000003,2017-09-03,,1.86
NV00000178,BOPHAN0002,CN00000001,2016-02-03,,1.1
NV00000183,BOPHAN0003,CN00000002,2016-06-16,2017-04-23,1.74
NV00000003,BOPHAN0004,CN00000003,2016-03-30,2018-02-04,1.37
NV00000088,BOPHAN0004,CN00000006,2013-12-30,,1.5
NV00000176,BOPHAN0002,CN00000003,2013-09-24,2013-09-28,1.83
NV00000181,BOPHAN0002,CN00000005,2017-11-21,,1.89
NV00000120,BOPHAN0004,CN00000007,2015-01-07,,1.22
NV00000157,BOPHAN0001,CN00000002,2018-08-19,2019-06-20,1.42
NV00000047,BOPHAN0003,CN00000007,2010-01-06,,1.89
NV00000093,BOPHAN0002,CN00000003,2012-08-26,2014-02-17,1.75
NV00000016,BOPHAN0001,CN00000006,2014-05-03,,1.99
NV00000034,BOPHAN0002,CN00000004,2011-10-07,,1.78
NV00000069,BOPHAN0001,CN00000003,2019-10-21,2021-07-21,1.37
NV00000156,BOPHAN0003,CN00000009,2013-05-15,2014-09-15,1.19
NV00000141,BOPHAN0004,CN00000001,2012-05-20,2012-05-25,1.47
NV00000188,BOPHAN0001,CN00000007,2016-06-17,,1.66
NV00000064,BOPHAN0004,CN00000009,2014-06-10,2016-05-16,1.45
NV00000043,BOPHAN0003,CN00000007,2019-11-30,2020-03-02,1.24
NV00000146,BOPHAN0001,CN00000004,2015-06-10,,1.6
NV00000154,BOPHAN0001,CN00000006,2019-01-17,2019-02-03,1.57
NV00000173,BOPHAN0002,CN00000004,2018-06-17,,1.21
NV00000038,BOPHAN0002,CN00000004,2017-02-23,2017-03-10,1.71
NV00000066,BOPHAN0001,CN00000005,2017-03-06,,1.07
NV00000114,BOPHAN0004,CN00000009,2015-06-05,,1.21
NV00000102,BOPHAN0001,CN00000008,2010-11-18,,1.9
NV00000067,BOPHAN0003,CN00000008,2013-11-11,2014-12-06,1.17
NV00000080,BOPHAN0004,CN00000008,2018-12-10,,1.6
NV00000019,BOPHAN0002,CN00000006,2010-06-16,,1.57
NV00000193,BOPHAN0001,CN00000010,2010-12-24,2011-11-16,1.96
NV00000076,BOPHAN0004,CN00000010,2014-04-06,2014-08-18,1.49
NV00000017,BOPHAN0003,CN00000002,2011-09-06,2013-04-05,1.24
NV00000016,BOPHAN0003,CN00000002,2011-12-28,2014-03-23,1.66
NV00000061,BOPHAN0003,CN00000010,2019-09-24,2020-07-15,1.27
NV00000113,BOPHAN0004,CN00000006,2010-06-13,,1.96
NV00000190,BOPHAN0003,CN00000001,2013-08-15,,1.54
NV00000155,BOPHAN0004,CN00000008,2014-05-05,2016-11-25,1.11
NV00000143,BOPHAN0001,CN00000003,2014-11-02,,1.68
NV00000142,BOPHAN0001,CN00000001,2014-04-05,2016-05-26,1.24
NV00000029,BOPHAN0001,CN00000002,2018-12-13,2020-06-12,1.4
NV00000151,BOPHAN0003,CN00000005,2011-10-09,,1.96
NV00000143,BOPHAN0002,CN00000005,2016-10-08,2018-01-20,1.1
NV00000043,BOPHAN0002,CN00000004,2012-01-06,2014-07-06,1.18
NV00000179,BOPHAN0002,CN00000001,2017-10-24,2020-06-14,1.52
NV00000113,BOPHAN0004,CN00000010,2014-01-20,2015-10-03,1.95
NV00000164,BOPHAN0003,CN00000004,2013-12-30,2015-04-06,1.25
NV00000140,BOPHAN0004,CN00000004,2010-11-04,2012-07-28,1.99
NV00000172,BOPHAN0001,CN00000004,2010-01-14,2011-04-29,1.22
NV00000102,BOPHAN0002,CN00000004,2014-12-24,,1.42
NV00000135,BOPHAN0001,CN00000008,2013-07-30,2013-10-07,1.34
NV00000138,BOPHAN0004,CN00000009,2012-08-24,,1.67
NV00000129,BOPHAN0002,CN00000007,2012-04-12,2013-03-15,1.42
NV00000154,BOPHAN0003,CN00000010,2017-05-28,,1.71
NV00000144,BOPHAN0004,CN00000005,2018-11-13,2019-06-11,1.39
NV00000157,BOPHAN0001,CN00000004,2016-02-06,2017-08-30,1.99
NV00000021,BOPHAN0004,CN00000002,2010-11-07,2011-09-06,1.48
NV00000165,BOPHAN0004,CN00000004,2014-12-17,,1.44
NV00000020,BOPHAN0001,CN00000001,2013-07-22,2014-11-02,1.77
NV00000196,BOPHAN0002,CN00000009,2017-10-25,,1.6
NV00000039,BOPHAN0004,CN00000001,2019-07-29,,1.08
NV00000102,BOPHAN0003,CN00000007,2019-09-18,,1.32
NV00000008,BOPHAN0003,CN00000001,2015-07-11,2017-03-17,1.07
NV00000043,BOPHAN0004,CN00000007,2018-01-19,2019-07-15,1.97
NV00000160,BOPHAN0003,CN00000007,2012-03-10,,1.83
NV00000005,BOPHAN0001,CN00000008,2018-11-03,,1.02
NV00000133,BOPHAN0002,CN00000009,2018-08-20,,1.39
NV00000079,BOPHAN0003,CN00000010,2011-05-20,,1.23
NV00000007,BOPHAN0001,CN00000003,2010-06-09,,1.53
NV00000176,BOPHAN0004,CN00000010,2017-08-29,2018-01-08,1.78
NV00000086,BOPHAN0002,CN00000002,2015-06-10,,1.12
NV00000098,BOPHAN0004,CN00000006,2017-08-02,,1.41
NV00000115,BOPHAN0004,CN00000005,2018-12-26,2021-09-20,1.51
NV00000200,BOPHAN0001,CN00000006,2018-03-01,,1.88
NV00000150,BOPHAN0002,CN00000009,2018-02-22,,1.09
NV00000143,BOPHAN0001,CN00000004,2016-09-05,,1.98
NV00000019,BOPHAN0001,CN00000001,2019-10-29,,1.75
NV00000037,BOPHAN0002,CN00000009,2017-10-06,,1.02
NV00000200,BOPHAN0004,CN00000010,2017-06-13,2019-05-11,1.32
NV00000122,BOPHAN0002,CN00000007,2017-06-15,,1.44
NV00000172,BOPHAN0004,CN00000003,2017-05-10,,1.9
NV00000170,BOPHAN0001,CN00000001,2010-07-24,2012-08-24,1.52
NV00000078,BOPHAN0004,CN00000006,2010-11-20,2012-09-27,1.45
NV00000168,BOPHAN0004,CN00000005,2012-10-25,2013-09-21,1.52
NV00000047,BOPHAN0001,CN00000007,2014-11-08,2017-05-06,1.68
NV00000122,BOPHAN0003,CN00000003,2018-06-02,2019-01-05,1.45
NV00000002,BOPHAN0002,CN00000003,2013-10-12,,1.69
NV00000064,BOPHAN0004,CN00000003,2010-05-29,2012-12-19,1.76
NV00000104,BOPHAN0001,CN00000004,2010-06-08,,1.85
NV00000156,BOPHAN0003,CN00000010,2018-09-30,,1.12
NV00000196,BOPHAN0002,CN00000007,2017-12-03,,1.34
NV00000110,BOPHAN0003,CN00000002,2011-05-09,,1.43
NV00000092,BOPHAN0002,CN00000006,2013-08-20,2016-01-09,1.6
NV00000152,BOPHAN0003,CN00000008,2010-04-10,,1.2
NV00000195,BOPHAN0003,CN00000001,2013-02-27,,1.61
NV00000136,BOPHAN0003,CN00000009,2018-04-05,2019-09-23,1.58
NV00000076,BOPHAN0002,CN00000006,2013-01-09,2013-05-26,1.34
NV00000162,BOPHAN0002,CN00000001,2019-03-19,,1.32
NV00000160,BOPHAN0001,CN00000003,2012-03-03,,1.42
NV00000005,BOPHAN0003,CN00000002,2012-06-14,2013-03-08,1.66
NV00000058,BOPHAN0002,CN00000006,2019-03-28,2019-09-18,1.88
NV00000133,BOPHAN0004,CN00000001,2014-05-18,2016-08-08,1.05
NV00000128,BOPHAN0004,CN00000002,2018-03-11,2020-09-18,1.59
NV00000046,BOPHAN0001,CN00000008,2015-02-18,2017-03-17,1.01
NV00000089,BOPHAN0002,CN00000008,2014-02-25,,1.83
NV00000063,BOPHAN0004,CN00000004,2012-03-02,,1.93
NV00000184,BOPHAN0001,CN00000006,2016-02-23,2017-01-03,1.95
NV00000062,BOPHAN0002,CN00000003,2018-07-25,,1.93
NV00000115,BOPHAN0002,CN00000003,2018-05-15,2020-12-15,1.24
NV00000053,BOPHAN0004,CN00000003,2016-10-14,2017-11-07,1.42
NV00000190,BOPHAN0003,CN00000010,2010-01-14,,1.84
NV00000082,BOPHAN0001,CN00000008,2013-04-19,2013-12-01,1.29
NV00000165,BOPHAN0004,CN00000001,2014-01-26,,1.91
NV00000120,BOPHAN0003,CN00000009,2013-04-03,,1.82
NV00000120,BOPHAN0004,CN00000006,2017-12-01,2018-08-27,1.39
NV00000191,BOPHAN0001,CN00000005,2017-10-24,2019-04-19,1.62
NV00000085,BOPHAN0003,CN00000002,2013-01-09,,1.06
NV00000190,BOPHAN0004,CN00000009,2011-11-01,,1.93
NV00000177,BOPHAN0001,CN00000008,2013-03-15,,1.6
